Metagenome,MAG,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species,complete annotation
M38,Aegir_M38_B107,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__
M38,Aegir_M38_B108,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__
M38,Aegir_M38_B109,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
M38,Aegir_M38_B11,0,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,QNFE01,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__QNFE01;f__QNFE01;g__;s__
M38,Aegir_M38_B12,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp030949325
M38,Aegir_M38_B13,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__;s__
M38,Aegir_M38_B14,1,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Ghiorsea,0,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea;s__
M38,Aegir_M38_B15,2,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,d__Bacteria;p__Planctomycetota;c__JADGBV01;o__JADGBV01;f__JADGBV01;g__;s__
M38,Aegir_M38_B16,1,Archaea,Nanobdellota,Nanobdellia,Woesearchaeales,UBA583,UBA583,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA583;g__UBA583;s__
M38,Aegir_M38_B17,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,JAIOSF01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__JAIOSF01;s__
M38,Aegir_M38_B18,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M38,Aegir_M38_B19,3,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,AB-137-C09,0,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__AB-137-C09;s__
M38,Aegir_M38_B2,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA5972,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA5972;s__
M38,Aegir_M38_B20,1,Bacteria,Chloroflexota,Anaerolineae,JAAYZQ01,JAAYZQ01,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__
M38,Aegir_M38_B21,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__QPIN01 sp026988195
M38,Aegir_M38_B22,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M38,Aegir_M38_B23,5,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0,d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__JANTFQ01;s__
M38,Aegir_M38_B24,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__GCA-002733465;s__
M38,Aegir_M38_B25,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__
M38,Aegir_M38_B26,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M38,Aegir_M38_B27,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
M38,Aegir_M38_B28,3,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__S010-25;s__
M38,Aegir_M38_B29,2,Bacteria,Krumholzibacteriota,Krumholzibacteriia,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,0,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__LZORAL124-64-63;f__LZORAL124-64-63;g__JAGRNP01;s__
M38,Aegir_M38_B3,1,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,0,0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__
M38,Aegir_M38_B30,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__WTBX01;s__WTBX01 sp030949405
M38,Aegir_M38_B31,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Urechidicola;s__
M38,Aegir_M38_B32,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
M38,Aegir_M38_B33,7,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRLX01;s__
M38,Aegir_M38_B34,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__
M38,Aegir_M38_B35,3,Bacteria,Myxococcota,UBA9042,PWKZ01,PWKZ01,0,0,d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__PWKZ01;g__;s__
M38,Aegir_M38_B36,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
M38,Aegir_M38_B37,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__
M38,Aegir_M38_B38,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
M38,Aegir_M38_B39,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__
M38,Aegir_M38_B4,2,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,G60ANME1,G60ANME1 sp025464325,d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__G60ANME1;s__G60ANME1 sp025464325
M38,Aegir_M38_B40,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CG1-02-35-72,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CG1-02-35-72;s__
M38,Aegir_M38_B41,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__SZUA-451;s__
M38,Aegir_M38_B42,2,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Aldehydirespiratoraceae,SZUA-87,0,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Aldehydirespiratoraceae;g__SZUA-87;s__
M38,Aegir_M38_B43,4,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,0,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__
M38,Aegir_M38_B44,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M38,Aegir_M38_B45,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
M38,Aegir_M38_B46,1,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,0,d__Bacteria;p__PUNC01;c__Erginobacteria;o__Erginobacterales;f__Erginobacteraceae;g__CAKZYZ01;s__
M38,Aegir_M38_B47,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M38,Aegir_M38_B48,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CG1-02-35-72,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CG1-02-35-72;s__
M38,Aegir_M38_B49,3,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,0,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__B111-G9;s__
M38,Aegir_M38_B5,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,GCA-002718515,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__GCA-002718515;s__
M38,Aegir_M38_B50,2,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__
M38,Aegir_M38_B51,0,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,JAGGXW01,0,d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAGGXW01;s__
M38,Aegir_M38_B52,3,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2746235;s__
M38,Aegir_M38_B53,2,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,0,d__Bacteria;p__Desulfobacterota;c__Desulfofervidia;o__Desulfofervidales;f__Desulfofervidaceae;g__Desulfofervidus;s__
M38,Aegir_M38_B54,2,Bacteria,CAIWAD01,CAIWAD01,CAIWAD01,CAIWAD01,JAUIFJ01,0,d__Bacteria;p__CAIWAD01;c__CAIWAD01;o__CAIWAD01;f__CAIWAD01;g__JAUIFJ01;s__
M38,Aegir_M38_B55,0,Bacteria,Patescibacteriota,Minisyncoccia,UBA9973,UBA2100,S143-145,0,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA2100;g__S143-145;s__
M38,Aegir_M38_B56,0,Archaea,Thermoproteota,Bathyarchaeia,Bathyarchaeales,WUQV01,AUK093,0,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__WUQV01;g__AUK093;s__
M38,Aegir_M38_B57,6,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__JAZFUB01;s__
M38,Aegir_M38_B58,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Sanyastnellaceae,UBA974,UBA974 sp002746975,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Sanyastnellaceae;g__UBA974;s__UBA974 sp002746975
M38,Aegir_M38_B59,0,Bacteria,Spirochaetota,Leptospiria,Leptospirales,Leptospiraceae,Leptospira_B,Leptospira_B inadai,d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptospiraceae;g__Leptospira_B;s__Leptospira_B inadai
M38,Aegir_M38_B6,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__
M38,Aegir_M38_B60,0,Archaea,Nanobdellota,Nanobdellia,Woesearchaeales,UBA583,UBA583,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA583;g__UBA583;s__
M38,Aegir_M38_B61,1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,NIOZ-UU35,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__NIOZ-UU35;s__
M38,Aegir_M38_B62,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M38,Aegir_M38_B64,5,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,0,0,d__Bacteria;p__Bdellovibrionota_B;c__Oligoflexia;o__Oligoflexales;f__JAWKNZ01;g__;s__
M38,Aegir_M38_B65,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__
M38,Aegir_M38_B66,4,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__VMSU01;g__JAQYVV01;s__
M38,Aegir_M38_B67,5,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__
M38,Aegir_M38_B68,1,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,JANLFV01,0,0,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__JANLFV01;g__;s__
M38,Aegir_M38_B69,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__B5-G16;s__
M38,Aegir_M38_B7,3,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,JBFHNV01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__HK1;f__HK1;g__JBFHNV01;s__
M38,Aegir_M38_B70,0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__JACNJF01;s__
M38,Aegir_M38_B71,3,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,JAPKDA01,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__JAPKDA01;s__
M38,Aegir_M38_B72,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__WTBX01;s__
M38,Aegir_M38_B73,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__WTBX01;s__
M38,Aegir_M38_B74,2,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
M38,Aegir_M38_B75,1,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__
M38,Aegir_M38_B76,4,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__;s__
M38,Aegir_M38_B77,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M38,Aegir_M38_B78,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__
M38,Aegir_M38_B79,1,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,0,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__
M38,Aegir_M38_B8,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__
M38,Aegir_M38_B80,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M38,Aegir_M38_B81,2,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,BM004,0,0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__;s__
M38,Aegir_M38_B82,2,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,GCA-2401635 sp030950865,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__GCA-2401635 sp030950865
M38,Aegir_M38_B83,2,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__;s__
M38,Aegir_M38_B84,2,Bacteria,Pseudomonadota,Gammaproteobacteria,JAUZRS01,JAUZRS01,JAUZRS01,JAUZRS01 sp030949385,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAUZRS01;f__JAUZRS01;g__JAUZRS01;s__JAUZRS01 sp030949385
M38,Aegir_M38_B85,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,GCA-2401725,GCA-2401725 sp002401725,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__GCA-2401725;s__GCA-2401725 sp002401725
M38,Aegir_M38_B86,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M38,Aegir_M38_B87,3,Bacteria,UBP6,UBA1177,JAFGXH01,JAFGXH01,JAMOQH01,0,d__Bacteria;p__UBP6;c__UBA1177;o__JAFGXH01;f__JAFGXH01;g__JAMOQH01;s__
M38,Aegir_M38_B88,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002874965
M38,Aegir_M38_B89,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__
M38,Aegir_M38_B9,4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
M38,Aegir_M38_B90,1,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,Methanoxibalbensis,0,d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__Methanoxibalbensis;s__
M38,Aegir_M38_B91,4,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__
M38,Aegir_M38_B92,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M38,Aegir_M38_B93,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
M38,Aegir_M38_B94,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,UBA9215,UBA9215,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caedimonadales;f__UBA9215;g__UBA9215;s__
M38,Aegir_M38_B95,7,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__JAGXFP01;g__;s__
M38,Aegir_M38_B96,0,Archaea,Thermoproteota,Nitrososphaeria,Geothermarchaeales,JDFR-13,B109-G9,0,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__
M38,Aegir_M38_B97,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Poriferihabitantaceae;g__JAAELZ01;s__
M38,Aegir_M38_B98,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__NORP309;s__
M38,Aegir_M38_B99,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M39,Aegir_M39_B1,0,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,0,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__
M39,Aegir_M39_B10,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,DRPN01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__DRPN01;s__
M39,Aegir_M39_B100,7,Bacteria,Myxococcota,B64-G9,B64-G9,B64-G9,JALVPF01,0,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__JALVPF01;s__
M39,Aegir_M39_B101,1,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__B5-G16;s__
M39,Aegir_M39_B102,6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicella;s__
M39,Aegir_M39_B103,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__
