source,target,source_metagenome,target_metagenome
EPJCJBAE_3.region001,EPJCJBAE_3.region001,M42,M42
EPJCJBAE_40.region001,EPJCJBAE_40.region001,M42,M42
EPJCJBAE_51.region001,EPJCJBAE_51.region001,M42,M42
EPJCJBAE_87.region001,EPJCJBAE_87.region001,M42,M42
EPJKCBBA_115.region001,EPJKCBBA_115.region001,M42,M42
EPJKCBBA_221.region001,EPJKCBBA_221.region001,M42,M42
EPJKCBBA_492.region001,EPJKCBBA_492.region001,M42,M42
FACNCCPI_59.region001,FACNCCPI_59.region001,M33,M33
FADKJNDK_149.region001,FADKJNDK_149.region001,M33,M33
FADKJNDK_159.region001,FADKJNDK_159.region001,M33,M33
FADKJNDK_20.region001,FADKJNDK_20.region001,M33,M33
FADKJNDK_6.region001,FADKJNDK_6.region001,M33,M33
FADKJNDK_61.region001,FADKJNDK_61.region001,M33,M33
FADKJNDK_99.region001,FADKJNDK_99.region001,M33,M33
FAHBNHCL_89.region001,FGBPHCAI_85.region001,M42,M24
FAIIAPFC_213.region001,FAIIAPFC_213.region001,M42,M42
FAIIAPFC_92.region001,FAIIAPFC_92.region001,M42,M42
FAKNGFII_126.region001,FAKNGFII_126.region001,M24,M24
FAKNGFII_144.region001,FAKNGFII_144.region001,M24,M24
FAKNGFII_18.region001,FAKNGFII_18.region001,M24,M24
FAKNGFII_201.region001,FAKNGFII_201.region001,M24,M24
FAKNGFII_274.region001,FAKNGFII_274.region001,M24,M24
FAKNGFII_392.region001,FAKNGFII_392.region001,M24,M24
FAKNGFII_40.region001,FAKNGFII_40.region001,M24,M24
FALJKOND_184.region001,FALJKOND_184.region001,M25,M25
FAPGKHBG_142.region001,FAPGKHBG_142.region001,M33,M33
FAPGKHBG_151.region001,FAPGKHBG_151.region001,M33,M33
FAPGKHBG_17.region001,FAPGKHBG_17.region001,M33,M33
FAPGKHBG_171.region001,FAPGKHBG_171.region001,M33,M33
FAPGKHBG_206.region001,FAPGKHBG_206.region001,M33,M33
FAPGKHBG_224.region001,FAPGKHBG_224.region001,M33,M33
FAPGKHBG_244.region001,FAPGKHBG_244.region001,M33,M33
FAPGKHBG_254.region001,FAPGKHBG_254.region001,M33,M33
FAPGKHBG_276.region001,FAPGKHBG_276.region001,M33,M33
FAPGKHBG_279.region001,FAPGKHBG_279.region001,M33,M33
FAPGKHBG_290.region001,FAPGKHBG_290.region001,M33,M33
FAPGKHBG_358.region001,FAPGKHBG_358.region001,M33,M33
FAPGKHBG_53.region001,FAPGKHBG_53.region001,M33,M33
FAPGKHBG_56.region001,FAPGKHBG_56.region001,M33,M33
FAPGKHBG_6.region001,FAPGKHBG_6.region001,M33,M33
FAPGKHBG_98.region001,FAPGKHBG_98.region001,M33,M33
FBCGENOP_42.region001,FBCGENOP_42.region001,M33,M33
FBCGENOP_477.region001,FBCGENOP_477.region001,M33,M33
FBCGENOP_597.region001,FBCGENOP_597.region001,M33,M33
FBCGENOP_871.region001,FBCGENOP_871.region001,M33,M33
FBCILAEC_199.region001,LIPJKAHJ_33.region001,M24,M39
FBCILAEC_254.region001,GAILNMON_203.region001,M24,M36
FBCILAEC_254.region001,LIPJKAHJ_36.region001,M24,M39
FBCILAEC_254.region001,FLBMGKCD_43.region001,M24,M42
FBCILAEC_254.region001,OKNDCDBL_127.region001,M24,M25
FBCILAEC_254.region001,MINEOLEI_324.region001,M24,M39
FBCILAEC_254.region001,FJIODLBK_30.region001,M24,M37
FBDIKMAG_101.region001,FBDIKMAG_101.region001,M24,M24
FBDIKMAG_31.region001,FDOIAPJH_52.region001,M24,M24
FBDIKMAG_31.region001,GKNHFJHD_168.region001,M24,M33
FCBIIHDP_125.region001,FCBIIHDP_125.region001,M39,M39
FCBIIHDP_57.region001,FCBIIHDP_57.region001,M39,M39
FCBIIHDP_89.region001,FCBIIHDP_89.region001,M39,M39
FDEIFABP_48.region001,ONIHFDBF_122.region001,M24,M36
FDEIFABP_48.region001,JBCKNOCK_1.region001,M24,M25
FDEIFABP_48.region001,GGOKCDCL_68.region001,M24,M37
FDEIFABP_83.region001,JBCKNOCK_234.region001,M24,M25
FDEIFABP_83.region001,ONIHFDBF_136.region001,M24,M36
FDIMNBAG_121.region001,FDIMNBAG_121.region001,M39,M39
FDIMNBAG_21.region001,FDIMNBAG_21.region001,M39,M39
FDIMNBAG_232.region001,FDIMNBAG_232.region001,M39,M39
FDIMNBAG_415.region001,FDIMNBAG_415.region001,M39,M39
FDOHJKJH_117.region001,FDOHJKJH_117.region001,M37,M37
FDOHJKJH_196.region001,FDOHJKJH_196.region001,M37,M37
FDOHJKJH_280.region001,FDOHJKJH_280.region001,M37,M37
FDOHJKJH_30.region001,FDOHJKJH_30.region001,M37,M37
FDOHJKJH_517.region001,FDOHJKJH_517.region001,M37,M37
FDOIAPJH_117.region001,FDOIAPJH_117.region001,M24,M24
FDOIAPJH_52.region001,GKNHFJHD_168.region001,M24,M33
FEKFMOAO_1006.region001,FEKFMOAO_1006.region001,M33,M33
FEKFMOAO_289.region001,FEKFMOAO_289.region001,M33,M33
FEKFMOAO_314.region001,FEKFMOAO_314.region001,M33,M33
FEKFMOAO_316.region001,FEKFMOAO_316.region001,M33,M33
FEKFMOAO_372.region001,FEKFMOAO_372.region001,M33,M33
FFDAKDOA_14.region001,FFDAKDOA_14.region001,M38,M38
FFEJCLNM_180.region001,FFEJCLNM_180.region001,M24,M24
FFEJCLNM_2.region001,IAPKAMMO_61.region001,M24,M39
FFEJCLNM_20.region001,FFEJCLNM_20.region001,M24,M24
FFEJCLNM_237.region001,FFEJCLNM_237.region001,M24,M24
FFEJCLNM_296.region001,FFEJCLNM_296.region001,M24,M24
FFEJCLNM_332.region001,FFEJCLNM_332.region001,M24,M24
FFEJCLNM_419.region001,FFEJCLNM_419.region001,M24,M24
FFEJCLNM_44.region001,IAPKAMMO_312.region001,M24,M39
FFEJCLNM_493.region001,IAPKAMMO_220.region001,M24,M39
FFEJCLNM_526.region001,FFEJCLNM_526.region001,M24,M24
FFEJCLNM_56.region001,IAPKAMMO_177.region001,M24,M39
FFEJCLNM_571.region001,FFEJCLNM_571.region001,M24,M24
FFGAEJMC_80.region001,FFGAEJMC_80.region001,M26,M26
FFHPKHEG_259.region001,FFHPKHEG_259.region001,M39,M39
FFKGHCAL_181.region001,FFKGHCAL_181.region001,M33,M33
FFMOECEE_278.region001,FFMOECEE_278.region001,M39,M39
FFMOECEE_523.region001,FFMOECEE_523.region001,M39,M39
FGBPHCAI_36.region001,FGBPHCAI_36.region001,M24,M24
FHADDJBD_34.region001,FHADDJBD_34.region001,M42,M42
FHADDJBD_49.region001,FHADDJBD_49.region001,M42,M42
FHCMHAMK_203.region001,OHFHPIDA_203.region001,M25,M39
FHCMHAMK_391.region001,FHCMHAMK_391.region001,M25,M25
FHCMHAMK_510.region001,OHFHPIDA_266.region001,M25,M39
FHGAEOEJ_16.region001,FHGAEOEJ_16.region001,M24,M24
FHGAEOEJ_67.region001,FHGAEOEJ_67.region001,M24,M24
FHGAEOEJ_73.region001,FHGAEOEJ_73.region001,M24,M24
FHIEFOOH_102.region001,FHIEFOOH_102.region001,M33,M33
FHIEFOOH_130.region001,FHIEFOOH_130.region001,M33,M33
FHIEFOOH_136.region001,FHIEFOOH_136.region001,M33,M33
FHIEFOOH_149.region001,FHIEFOOH_149.region001,M33,M33
FHIEFOOH_150.region001,FHIEFOOH_150.region001,M33,M33
FHIEFOOH_192.region001,FHIEFOOH_192.region001,M33,M33
FHIEFOOH_223.region001,FHIEFOOH_223.region001,M33,M33
FHIEFOOH_280.region001,FHIEFOOH_280.region001,M33,M33
FHIEFOOH_288.region001,FHIEFOOH_288.region001,M33,M33
FHIEFOOH_3.region001,FHIEFOOH_3.region001,M33,M33
FHIEFOOH_4.region001,FHIEFOOH_4.region001,M33,M33
FHIEFOOH_58.region001,FHIEFOOH_58.region001,M33,M33
FIGLHJNH_12.region001,FIGLHJNH_12.region001,M38,M38
FIGLHJNH_16.region001,FIGLHJNH_16.region001,M38,M38
FIGLHJNH_83.region001,FIGLHJNH_83.region001,M38,M38
FIJJPHGJ_218.region001,FIJJPHGJ_218.region001,M25,M25
FILNCIPO_491.region001,FILNCIPO_491.region001,M38,M38
FILNCIPO_514.region001,FILNCIPO_514.region001,M38,M38
FINALPNG_1.region001,FINALPNG_1.region001,M24,M24
FINALPNG_12.region001,FINALPNG_12.region001,M24,M24
FINALPNG_23.region001,FINALPNG_23.region001,M24,M24
FINALPNG_30.region001,FINALPNG_30.region001,M24,M24
FINALPNG_6.region001,FINALPNG_6.region001,M24,M24
FIODDFIH_341.region001,FIODDFIH_341.region001,M39,M39
FJEEDFAB_82.region001,FJEEDFAB_82.region001,M39,M39
FJIODLBK_30.region001,PPGIJDNA_82.region001,M37,M25
FJIODLBK_30.region001,HJAPGIAM_37.region001,M37,M24
FJIODLBK_30.region001,OKNDCDBL_127.region001,M37,M25
FJIODLBK_68.region001,FJIODLBK_68.region001,M37,M37
FJKJBIGP_155.region001,FJKJBIGP_155.region001,M39,M39
FJKJBIGP_58.region001,FJKJBIGP_58.region001,M39,M39
FJOFPHMJ_17.region001,FJOFPHMJ_17.region001,M39,M39
FKABDIKP_108.region001,FKABDIKP_108.region001,M25,M25
FKABDIKP_117.region001,FKABDIKP_117.region001,M25,M25
FKABDIKP_171.region001,FKABDIKP_171.region001,M25,M25
FKABDIKP_255.region001,JDCEJJMN_259.region001,M25,M42
FKABDIKP_276.region001,FKABDIKP_276.region001,M25,M25
FKABDIKP_31.region001,JDCEJJMN_228.region001,M25,M42
FKABDIKP_338.region001,FKABDIKP_338.region001,M25,M25
FKABDIKP_64.region001,FKABDIKP_64.region001,M25,M25
FKCHBHNE_67.region001,FKCHBHNE_67.region001,M39,M39
FKCHBHNE_74.region001,FKCHBHNE_74.region001,M39,M39
FLBMGKCD_195.region001,FLBMGKCD_195.region001,M42,M42
FLBMGKCD_85.region001,FLBMGKCD_85.region001,M42,M42
FLBMGKCD_95.region001,FLBMGKCD_95.region001,M42,M42
FLFHMAHC_117.region001,FLFHMAHC_117.region001,M25,M25
FLFHMAHC_121.region001,FLFHMAHC_121.region001,M25,M25
FLFHMAHC_265.region001,FLFHMAHC_265.region001,M25,M25
FLKMLDCN_17.region001,FLKMLDCN_17.region001,M25,M25
FLOJAPCK_15.region001,FLOJAPCK_15.region001,M25,M25
FLOJAPCK_2.region001,FLOJAPCK_2.region001,M25,M25
FLOJAPCK_8.region001,FLOJAPCK_8.region001,M25,M25
FMDDOPJB_19.region001,JGFOAEIO_1.region001,M25,M26
FMDDOPJB_47.region001,FMDDOPJB_47.region001,M25,M25
FMDDOPJB_82.region001,FMDDOPJB_82.region001,M25,M25
FMFMJIIM_130.region001,KFCJGCLI_143.region001,M33,M33
FMFMJIIM_50.region001,FMFMJIIM_50.region001,M33,M33
FMNJNAMI_116.region001,FMNJNAMI_116.region001,M33,M33
FMNJNAMI_117.region001,FMNJNAMI_117.region001,M33,M33
FMNJNAMI_145.region001,FMNJNAMI_145.region001,M33,M33
FMNJNAMI_154.region001,FMNJNAMI_154.region001,M33,M33
FNBCAEOK_519.region001,FNBCAEOK_519.region001,M39,M39
FNBCAEOK_726.region001,FNBCAEOK_726.region001,M39,M39
FNBCAEOK_891.region001,FNBCAEOK_891.region001,M39,M39
FNBCNFFH_18.region001,FNBCNFFH_18.region001,M39,M39
FNBCNFFH_185.region001,POOKNHCI_226.region001,M39,M36
FNBCNFFH_221.region001,FNBCNFFH_221.region001,M39,M39
FNBCNFFH_267.region001,FNBCNFFH_267.region001,M39,M39
FNBCNFFH_320.region001,POOKNHCI_102.region001,M39,M36
FNBCNFFH_51.region001,POOKNHCI_16.region001,M39,M36
FNFNEMEO_153.region001,FNFNEMEO_153.region001,M25,M25
FNFNEMEO_18.region001,FNFNEMEO_18.region001,M25,M25
FNJEANDP_14.region001,FNJEANDP_14.region001,M42,M42
FNJEANDP_208.region001,FNJEANDP_208.region001,M42,M42
FNJEANDP_364.region001,FNJEANDP_364.region001,M42,M42
FNLHKMGP_101.region001,FNLHKMGP_101.region001,M24,M24
FNLHKMGP_102.region001,FNLHKMGP_102.region001,M24,M24
FNLHKMGP_129.region001,FNLHKMGP_129.region001,M24,M24
FNLHKMGP_242.region001,FNLHKMGP_242.region001,M24,M24
FNLHKMGP_250.region001,FNLHKMGP_250.region001,M24,M24
FOFKHIPA_200.region001,FOFKHIPA_200.region001,M39,M39
FOFKHIPA_201.region001,FOFKHIPA_201.region001,M39,M39
FOFKHIPA_28.region001,FOFKHIPA_28.region001,M39,M39
FOFKHIPA_346.region001,FOFKHIPA_346.region001,M39,M39
FOFKHIPA_889.region001,FOFKHIPA_889.region001,M39,M39
FPDLEAHF_158.region001,FPDLEAHF_158.region001,M24,M24
FPDLEAHF_19.region001,FPDLEAHF_19.region001,M24,M24
FPDLEAHF_54.region001,FPDLEAHF_54.region001,M24,M24
FPDLEAHF_55.region001,FPDLEAHF_55.region001,M24,M24
FPKJGNPI_207.region001,FPKJGNPI_207.region001,M38,M38
FPKJGNPI_532.region001,FPKJGNPI_532.region001,M38,M38
FPNGPMKE_236.region001,INCGMNIA_59.region001,M25,M39
FPPHCGEG_1.region001,GCPKHDHJ_110.region001,M24,M24
FPPHCGEG_7.region001,FPPHCGEG_7.region001,M24,M24
FPPHCGEG_7.region002,FPPHCGEG_7.region002,M24,M24
GACEDKPE_108.region001,GACEDKPE_108.region001,M38,M38
GACEDKPE_18.region001,GACEDKPE_18.region001,M38,M38
GACEDKPE_70.region001,GACEDKPE_70.region001,M38,M38
GACEDKPE_74.region001,GACEDKPE_74.region001,M38,M38
GACEDKPE_81.region001,GACEDKPE_81.region001,M38,M38
GACEDKPE_85.region001,GACEDKPE_85.region001,M38,M38
GAILNMON_187.region001,LIPJKAHJ_67.region001,M36,M39
GAILNMON_203.region001,PPGIJDNA_82.region001,M36,M25
GAILNMON_203.region001,OKNDCDBL_127.region001,M36,M25
GAILNMON_203.region001,HJAPGIAM_37.region001,M36,M24
GAILNMON_203.region001,LIPJKAHJ_36.region001,M36,M39
GAILNMON_94.region001,LIPJKAHJ_33.region001,M36,M39
GAOBNHDM_142.region001,GAOBNHDM_142.region001,M36,M36
GAOBNHDM_388.region001,GAOBNHDM_388.region001,M36,M36
GAPCFIGP_110.region001,GAPCFIGP_110.region001,M39,M39
GAPCFIGP_126.region001,GAPCFIGP_126.region001,M39,M39
GAPCFIGP_13.region001,GAPCFIGP_13.region001,M39,M39
GAPCFIGP_133.region001,GAPCFIGP_133.region001,M39,M39
GAPCFIGP_23.region001,PILMEDLM_80.region001,M39,M39
GAPCFIGP_23.region001,KHHHKCJG_257.region001,M39,M38
GAPCFIGP_97.region001,GAPCFIGP_97.region001,M39,M39
GBICOLAB_135.region001,GBICOLAB_135.region001,M42,M42
GBICOLAB_154.region001,GBICOLAB_154.region001,M42,M42
GBICOLAB_223.region001,GBICOLAB_223.region001,M42,M42
GBICOLAB_299.region001,GBICOLAB_299.region001,M42,M42
GBICOLAB_364.region001,GBICOLAB_364.region001,M42,M42
GBJKAJGP_140.region001,GBJKAJGP_140.region001,M39,M39
GBJKAJGP_21.region001,GBJKAJGP_21.region001,M39,M39
GBJKAJGP_238.region001,GBJKAJGP_238.region001,M39,M39
GBJKAJGP_25.region001,GBJKAJGP_25.region001,M39,M39
GBJKAJGP_278.region001,GBJKAJGP_278.region001,M39,M39
GBJKAJGP_36.region001,GBJKAJGP_36.region001,M39,M39
GBJKAJGP_8.region001,GBJKAJGP_8.region001,M39,M39
GCJABBPA_119.region001,GCJABBPA_119.region001,M38,M38
GCJABBPA_134.region001,GCJABBPA_134.region001,M38,M38
GCJABBPA_57.region001,GCJABBPA_57.region001,M38,M38
GCMBIIMM_62.region001,GCMBIIMM_62.region001,M25,M25
GCMBIIMM_7.region001,GCMBIIMM_7.region001,M25,M25
GCMBIIMM_9.region001,GCMBIIMM_9.region001,M25,M25
GCNNIFNC_205.region001,GCNNIFNC_205.region001,M26,M26
GCPFHCHN_427.region001,GCPFHCHN_427.region001,M39,M39
GCPFHCHN_440.region001,GCPFHCHN_440.region001,M39,M39
GCPKHDHJ_105.region001,GCPKHDHJ_105.region001,M24,M24
GCPKHDHJ_4.region001,MHNLAKHI_259.region001,M24,M24
GCPKHDHJ_85.region001,GCPKHDHJ_85.region001,M24,M24
GDAKIHJJ_89.region001,OPIOGPAO_16.region001,M36,M39
GDCPMDGF_12.region001,GDCPMDGF_12.region001,M24,M24
GDCPMDGF_34.region001,GDCPMDGF_34.region001,M24,M24
GDOCBFHK_106.region001,PMJAACFD_49.region001,M42,M25
GDOCBFHK_157.region001,GDOCBFHK_157.region001,M42,M42
GEAAAAEN_118.region001,GEAAAAEN_118.region001,M33,M33
GEAAAAEN_303.region001,GEAAAAEN_303.region001,M33,M33
GEAAAAEN_401.region001,GEAAAAEN_401.region001,M33,M33
GECPGONF_1.region001,GECPGONF_1.region001,M38,M38
GECPGONF_120.region001,GECPGONF_120.region001,M38,M38
GECPGONF_22.region001,GECPGONF_22.region001,M38,M38
GEPOGDIE_170.region001,GEPOGDIE_170.region001,M39,M39
GFACKNHO_114.region001,GFACKNHO_114.region001,M24,M24
GFACKNHO_126.region001,GFACKNHO_126.region001,M24,M24
GFACKNHO_13.region001,GFACKNHO_13.region001,M24,M24
GFACKNHO_163.region001,GFACKNHO_163.region001,M24,M24
GFACKNHO_178.region001,PMCGENNM_89.region001,M24,M39
GFCMJPMJ_114.region001,GFCMJPMJ_114.region001,M39,M39
GFCMJPMJ_14.region001,GFCMJPMJ_14.region001,M39,M39
GFCMJPMJ_188.region001,GFCMJPMJ_188.region001,M39,M39
GFCMJPMJ_69.region001,GFCMJPMJ_69.region001,M39,M39
GFMOCMNL_119.region001,GFMOCMNL_119.region001,M38,M38
GFMOCMNL_242.region001,GFMOCMNL_242.region001,M38,M38
GFMOCMNL_326.region001,GFMOCMNL_326.region001,M38,M38
GFMOCMNL_358.region001,GFMOCMNL_358.region001,M38,M38
GFMOCMNL_41.region001,GFMOCMNL_41.region001,M38,M38
GFMOCMNL_484.region001,GFMOCMNL_484.region001,M38,M38
GFMOCMNL_518.region001,GFMOCMNL_518.region001,M38,M38
GFMOCMNL_545.region001,GFMOCMNL_545.region001,M38,M38
GGCFKADC_572.region001,GGCFKADC_572.region001,M42,M42
GGOKCDCL_209.region001,ONIHFDBF_136.region001,M37,M36
GGOKCDCL_209.region001,JBCKNOCK_234.region001,M37,M25
GGOKCDCL_68.region001,JBCKNOCK_1.region001,M37,M25
GGOKCDCL_68.region001,ONIHFDBF_122.region001,M37,M36
GHHMGHBK_117.region001,GHHMGHBK_117.region001,M39,M39
GHHMGHBK_53.region001,GHHMGHBK_53.region001,M39,M39
GHHMGHBK_54.region001,GHHMGHBK_54.region001,M39,M39
GHIKEMJA_175.region001,IJMCNGDJ_130.region001,M38,M36
GHIKEMJA_175.region001,JBCKNOCK_234.region001,M38,M25
GHIKEMJA_175.region001,MMHLBHKL_346.region001,M38,M33
GHIKEMJA_194.region001,GHIKEMJA_194.region001,M38,M38
GHIKEMJA_313.region001,GHIKEMJA_313.region001,M38,M38
GHIKEMJA_42.region001,GHIKEMJA_42.region001,M38,M38
GHIKEMJA_43.region001,GHIKEMJA_43.region001,M38,M38
GHIKEMJA_53.region001,GHIKEMJA_53.region001,M38,M38
GHIKEMJA_96.region001,GHIKEMJA_96.region001,M38,M38
GHKNAMPO_42.region001,GHKNAMPO_42.region001,M25,M25
GHKNAMPO_76.region001,KEOAAHCD_46.region001,M25,M42
GHKNAMPO_82.region001,GHKNAMPO_82.region001,M25,M25
GIEECOIE_14.region001,GIEECOIE_14.region001,M39,M39
GIIHCCLI_264.region001,GIIHCCLI_264.region001,M24,M24
GIIHCCLI_314.region001,GIIHCCLI_314.region001,M24,M24
GIIHCCLI_385.region001,JCAIBNCO_256.region001,M24,M33
GIIHCCLI_458.region001,GIIHCCLI_458.region001,M24,M24
GIIHCCLI_615.region001,GIIHCCLI_615.region001,M24,M24
GILEGNBK_184.region001,GILEGNBK_184.region001,M38,M38
GJBGJFNG_177.region001,GJBGJFNG_177.region001,M25,M25
GJBGJFNG_85.region001,GJBGJFNG_85.region001,M25,M25
GJNOLOFI_12.region001,GJNOLOFI_12.region001,M39,M39
GJNOLOFI_142.region001,GJNOLOFI_142.region001,M39,M39
GJNOLOFI_209.region001,GJNOLOFI_209.region001,M39,M39
GJNOLOFI_238.region001,GJNOLOFI_238.region001,M39,M39
GJNOLOFI_270.region001,GJNOLOFI_270.region001,M39,M39
GJNOLOFI_271.region001,GJNOLOFI_271.region001,M39,M39
GJNOLOFI_296.region001,GJNOLOFI_296.region001,M39,M39
GJNOLOFI_380.region001,GJNOLOFI_380.region001,M39,M39
GJNOLOFI_416.region001,GJNOLOFI_416.region001,M39,M39
GJNOLOFI_420.region001,GJNOLOFI_420.region001,M39,M39
GJNOLOFI_98.region001,GJNOLOFI_98.region001,M39,M39
GKCHABDB_107.region001,GKCHABDB_107.region001,M36,M36
GKCHABDB_129.region001,HLAJGKCK_224.region001,M36,M39
GKCHABDB_147.region001,GKCHABDB_147.region001,M36,M36
GKCHABDB_160.region001,GKCHABDB_160.region001,M36,M36
GKCHABDB_168.region001,GKCHABDB_168.region001,M36,M36
GKCHABDB_34.region001,GKCHABDB_34.region001,M36,M36
GKCHABDB_50.region001,HLAJGKCK_461.region001,M36,M39
GKCHABDB_61.region001,GKCHABDB_61.region001,M36,M36
GKCHABDB_67.region001,GKCHABDB_67.region001,M36,M36
GKCHABDB_68.region001,GKCHABDB_68.region001,M36,M36
GKCHABDB_75.region001,GKCHABDB_75.region001,M36,M36
GKCHABDB_77.region001,GKCHABDB_77.region001,M36,M36
GKCHABDB_86.region001,GKCHABDB_86.region001,M36,M36
GKCHABDB_92.region001,GKCHABDB_92.region001,M36,M36
GKNHFJHD_56.region001,GKNHFJHD_56.region001,M33,M33
GLCJNICL_31.region001,GLCJNICL_31.region001,M42,M42
GLCJNICL_33.region001,GLCJNICL_33.region001,M42,M42
GLJOBBPH_357.region001,GLJOBBPH_357.region001,M39,M39
GLJOBBPH_377.region001,GLJOBBPH_377.region001,M39,M39
GLJOBBPH_51.region001,IJJGOFGK_152.region001,M39,M36
GLOGLBCN_111.region001,GLOGLBCN_111.region001,M36,M36
GLOGLBCN_162.region001,GLOGLBCN_162.region001,M36,M36
GLOGLBCN_196.region001,GLOGLBCN_196.region001,M36,M36
GLOGLBCN_2.region001,GLOGLBCN_2.region001,M36,M36
GLOGLBCN_56.region001,GLOGLBCN_56.region001,M36,M36
GMCODDEA_19.region001,GMCODDEA_19.region001,M25,M25
GMKLPHPK_186.region001,GMKLPHPK_186.region001,M33,M33
GMKLPHPK_204.region001,GMKLPHPK_204.region001,M33,M33
GNEJKKOJ_50.region001,GNEJKKOJ_50.region001,M39,M39
GNFAAGLJ_124.region001,GNFAAGLJ_124.region001,M37,M37
GNKANFNI_62.region001,GNKANFNI_62.region001,M24,M24
GOFJAIOF_12.region001,IMHBHNJB_70.region001,M36,M37
GOFJAIOF_12.region001,IBPAHCCO_54.region001,M36,M38
GOFJAIOF_12.region001,HBKOMCGO_20.region001,M36,M38
GOFJAIOF_85.region001,IMHBHNJB_65.region001,M36,M37
GOFKCKIN_105.region001,JBPFJJCB_256.region001,M39,M37
GOFKCKIN_139.region001,JBPFJJCB_100.region001,M39,M37
GOFKCKIN_160.region001,GOFKCKIN_160.region001,M39,M39
GOFKCKIN_25.region001,GOFKCKIN_25.region001,M39,M39
GOFKCKIN_48.region001,GOFKCKIN_48.region001,M39,M39
GOFKCKIN_92.region001,GOFKCKIN_92.region001,M39,M39
GOGOMFGK_256.region001,GOGOMFGK_256.region001,M37,M37
GOPPLFKP_39.region001,GOPPLFKP_39.region001,M25,M25
GOPPLFKP_69.region001,GOPPLFKP_69.region001,M25,M25
GOPPLFKP_72.region001,GOPPLFKP_72.region001,M25,M25
GPJOILDC_240.region001,GPJOILDC_240.region001,M42,M42
GPLJCPAO_104.region001,NICDANKK_51.region001,M42,M25
GPLJCPAO_11.region001,GPLJCPAO_11.region001,M42,M42
GPLJCPAO_130.region001,GPLJCPAO_130.region001,M42,M42
GPLJCPAO_203.region001,GPLJCPAO_203.region001,M42,M42
GPLJCPAO_225.region001,NICDANKK_55.region001,M42,M25
GPLJCPAO_58.region001,NICDANKK_73.region001,M42,M25
GPNBCOBB_313.region001,GPNBCOBB_313.region001,M24,M24
GPNINHOO_11.region001,GPNINHOO_11.region001,M39,M39
GPNINHOO_5.region001,NEHKBEFE_102.region001,M39,M24
GPNINHOO_5.region001,IPPMKPGL_24.region001,M39,M25
GPNINHOO_5.region001,HBKOMCGO_22.region001,M39,M38
GPNINHOO_5.region001,LOKFDGEJ_76.region001,M39,M42
GPNINHOO_5.region001,MIKMEDDN_77.region001,M39,M38
GPNINHOO_5.region001,HFKNKOGN_171.region001,M39,M25
GPNINHOO_91.region001,IPPMKPGL_19.region001,M39,M25
HAEKJFGP_146.region001,HAEKJFGP_146.region001,M37,M37
HAEKJFGP_176.region001,HAEKJFGP_176.region001,M37,M37
HAEKJFGP_416.region001,HAEKJFGP_416.region001,M37,M37
HAEKJFGP_454.region001,HAEKJFGP_454.region001,M37,M37
HAEKJFGP_549.region001,HAEKJFGP_549.region001,M37,M37
HBKMGLGG_96.region001,HBKMGLGG_96.region001,M42,M42
HBKOMCGO_22.region001,LOKFDGEJ_76.region001,M38,M42
HBKOMCGO_22.region001,MIKMEDDN_77.region001,M38,M38
HBKOMCGO_22.region001,IPPMKPGL_24.region001,M38,M25
HBKOMCGO_22.region001,NEHKBEFE_102.region001,M38,M24
HBKOMCGO_36.region001,HBKOMCGO_36.region001,M38,M38
HBKOMCGO_49.region001,HBKOMCGO_49.region001,M38,M38
HBKOMCGO_53.region001,HBKOMCGO_53.region001,M38,M38
HBKOMCGO_9.region001,MIKMEDDN_29.region001,M38,M38
HDAGIOGN_24.region001,HDAGIOGN_24.region001,M42,M42
HDAGIOGN_324.region001,HDAGIOGN_324.region001,M42,M42
HDAGIOGN_43.region001,HDAGIOGN_43.region001,M42,M42
HDCNPNCJ_12.region001,HDCNPNCJ_12.region001,M25,M25
HDCNPNCJ_14.region001,HDCNPNCJ_14.region001,M25,M25
HDCNPNCJ_4.region001,HDCNPNCJ_4.region001,M25,M25
HDDLGHFE_4.region001,HDDLGHFE_4.region001,M36,M36
HDDLGHFE_85.region001,HDDLGHFE_85.region001,M36,M36
HDEKGLIK_101.region001,HDEKGLIK_101.region001,M39,M39
HDGJHJCB_152.region001,HDGJHJCB_152.region001,M25,M25
HDGJHJCB_184.region001,HDGJHJCB_184.region001,M25,M25
HDGJHJCB_186.region001,HDGJHJCB_186.region001,M25,M25
HDGJHJCB_187.region001,HDGJHJCB_187.region001,M25,M25
HDGJHJCB_198.region001,HDGJHJCB_198.region001,M25,M25
HDGJHJCB_27.region001,HDGJHJCB_27.region001,M25,M25
HDGJHJCB_53.region001,HDGJHJCB_53.region001,M25,M25
HDGJHJCB_87.region001,HDGJHJCB_87.region001,M25,M25
HDIEMOMA_43.region001,HDIEMOMA_43.region001,M26,M26
HDIEMOMA_52.region001,HDIEMOMA_52.region001,M26,M26
HDMFDFEC_17.region001,LLGPIOIN_20.region001,M25,M26
HDNFIEHE_2.region001,HDNFIEHE_2.region001,M25,M25
HDNFIEHE_42.region001,HDNFIEHE_42.region001,M25,M25
HECEMDOC_14.region001,KKKOIOLA_34.region001,M25,M39
HECOAHAK_1.region001,HECOAHAK_1.region001,M37,M37
HECOAHAK_45.region001,HECOAHAK_45.region001,M37,M37
HEEDOPCH_110.region001,HPFIMPEI_6.region001,M39,M24
HEEDOPCH_110.region001,NIMPLCKH_23.region001,M39,M38
